9.517641745191713612e-41 1.246781044499312080e-15 -9.674528766802587866e-16 -1.158978795040744390e-16 1.619889696988026967e-19 -1.119130029572759328e-18 9.118284896639070268e-19 3.255243030750549965e-20 1.253627925518091696e-14 -9.691851955388349462e-16 1.220876158821105686e-15
1.246781044499312080e-15 1.751485641888620758e+10 -1.147000049210281181e+10 -1.468292917716926098e+09 4.236108872798326425e+06 -2.883654852164027840e+07 2.350101202920820564e+07 1.144452368893550010e+06 1.641990630006457214e+11 -1.155456511248131943e+10 1.712157244062448692e+10
-9.674528766802587866e-16 -1.147000049210281181e+10 1.177408641059675026e+10 1.213989046678813219e+09 1.565633928066150472e+07 -1.134273910554816276e+08 9.231739917085912824e+07 -9.538152291557573481e+05 -1.276244235785935822e+11 1.110241299922154999e+10 -1.130775423141576767e+10
-1.158978795040744390e-16 -1.468292917716926098e+09 1.213989046678813219e+09 1.462617780235319734e+08 -3.877962795203053975e+05 2.968306591587435920e+06 -2.413546581749746576e+06 1.380816180915044679e+05 -1.526313666255331802e+10 1.225710775377612591e+09 -1.438521602736533165e+09
1.619889696988026967e-19 4.236108872798326425e+06 1.565633928066150472e+07 -3.877962795203053975e+05 3.285889438728434034e+05 -2.365324161990355235e+06 1.925023138566767331e+06 -1.532423480232704424e+04 1.764017690081066266e+07 2.269020405094186775e+06 3.111160246110079810e+06
-1.119130029572759328e-18 -2.883654852164027840e+07 -1.134273910554816276e+08 2.968306591587435920e+06 -2.365324161990355235e+06 1.721453959755481407e+07 -1.400957596042465232e+07 2.001343668521727668e+05 -1.205173010207820684e+08 -1.601296423921734840e+07 -2.074468184800596535e+07
9.118284896639070268e-19 2.350101202920820564e+07 9.231739917085912824e+07 -2.413546581749746576e+06 1.925023138566767331e+06 -1.400957596042465232e+07 1.140137688460540958e+07 -1.616131015070624999e+05 9.821868452879880369e+07 1.303947652976351418e+07 1.691423075464902073e+07
3.255243030750549965e-20 1.144452368893550010e+06 -9.538152291557573481e+05 1.380816180915044679e+05 -1.532423480232704424e+04 2.001343668521727668e+05 -1.616131015070624999e+05 6.580606090699222113e+04 4.595347791020412929e+06 1.737659822526356438e+05 1.170510374899783405e+06
1.253627925518091696e-14 1.641990630006457214e+11 -1.276244235785935822e+11 -1.526313666255331802e+10 1.764017690081066266e+07 -1.205173010207820684e+08 9.821868452879880369e+07 4.595347791020412929e+06 1.651273527071733398e+12 -1.277003441725877075e+11 1.607991477824927063e+11
-9.691851955388349462e-16 -1.155456511248131943e+10 1.110241299922154999e+10 1.225710775377612591e+09 2.269020405094186775e+06 -1.601296423921734840e+07 1.303947652976351418e+07 1.737659822526356438e+05 -1.277003441725877075e+11 1.098253642986071014e+10 -1.134845845319887543e+10
1.220876158821105686e-15 1.712157244062448692e+10 -1.130775423141576767e+10 -1.438521602736533165e+09 3.111160246110079810e+06 -2.074468184800596535e+07 1.691423075464902073e+07 1.170510374899783405e+06 1.607991477824927063e+11 -1.134845845319887543e+10 1.674085799383306313e+10
