8.127193642782963522e-43 8.554436400615682029e-18 -7.021395598917113310e-18 -5.220951614693833984e-19 3.556794851091612120e-22 6.657386681070159655e-23 9.843537827412377749e-21 4.856933524508460855e-21 1.070633062866117417e-16 -6.655436001279191296e-18 8.390917679512320633e-18
8.554436400615682029e-18 1.124910895234366059e+08 -5.231185646288916469e+07 -4.905369390944277868e+06 6.509647266700999353e+03 1.219343277970202280e+03 1.710832216412433190e+05 8.463904760174956755e+04 1.126915740812615156e+09 -4.812656853297123313e+07 1.100564218414868712e+08
-7.021395598917113310e-18 -5.231185646288916469e+07 8.143012566441302001e+07 5.077298722525916062e+06 -4.185151266749062415e+02 -7.815571057713675884e+01 -2.017905685758016261e+04 -9.744023295812476135e+03 -9.249611373956916332e+08 7.858911341481554508e+07 -5.158533213297311962e+07
-5.220951614693833984e-19 -4.905369390944277868e+06 5.077298722525916062e+06 3.580793551370826317e+05 -7.233135346533067889e+01 -1.331459558901218898e+01 -3.377224842390711274e+03 -1.625416754823000474e+03 -6.877802675809428096e+07 4.850321636444821954e+06 -4.820125706013936549e+06
3.556794851091612120e-22 6.509647266700999353e+03 -4.185151266749062415e+02 -7.233135346533067889e+01 5.116048046665800264e+00 1.259851843986061537e+00 3.458997393275787147e+01 2.096853636281202071e+01 4.685531479605137429e+04 -2.213821348979685126e+02 6.337891745571369938e+03
6.657386681070159655e-23 1.219343277970202280e+03 -7.815571057713675884e+01 -1.331459558901218898e+01 1.259851843986061537e+00 3.548231101454085157e-01 6.432137584272693331e+00 4.021353852612998381e+00 8.770085476390308031e+03 -4.096853341757746847e+01 1.187100826579251361e+03
9.843537827412377749e-21 1.710832216412433190e+05 -2.017905685758016261e+04 -3.377224842390711274e+03 3.458997393275787147e+01 6.432137584272693331e+00 6.363910406495937195e+02 3.224884419129414255e+02 1.296735074469356565e+06 -1.486265535463583365e+04 1.667883116148982081e+05
4.856933524508460855e-21 8.463904760174956755e+04 -9.744023295812476135e+03 -1.625416754823000474e+03 2.096853636281202071e+01 4.021353852612998381e+00 3.224884419129414255e+02 1.688527008222557981e+02 6.398264695094691124e+05 -7.115179023168282583e+03 8.250757772021483106e+04
1.070633062866117417e-16 1.126915740812615156e+09 -9.249611373956916332e+08 -6.877802675809428096e+07 4.685531479605137429e+04 8.770085476390308031e+03 1.296735074469356565e+06 6.398264695094691124e+05 1.410394787775202751e+10 -8.767515755068517923e+08 1.105374658256238461e+09
-6.655436001279191296e-18 -4.812656853297123313e+07 7.858911341481554508e+07 4.850321636444821954e+06 -2.213821348979685126e+02 -4.096853341757746847e+01 -1.486265535463583365e+04 -7.115179023168282583e+03 -8.767515755068517923e+08 7.591790503440363705e+07 -4.748417504621140659e+07
8.390917679512320633e-18 1.100564218414868712e+08 -5.158533213297311962e+07 -4.820125706013936549e+06 6.337891745571369938e+03 1.187100826579251361e+03 1.667883116148982081e+05 8.250757772021483106e+04 1.105374658256238461e+09 -4.748417504621140659e+07 1.076774850286844075e+08
