1387	0
1431.000000 0.00500071
1438.874400 0.0065018
1446.748700 0.00802239
1454.623100 0.00942354
1462.497500 0.0103608
1470.371900 0.0108354
1478.246200 0.0113149
1486.120600 0.0121845
1493.995000 0.0134062
1501.869300 0.0147622
1509.743700 0.0161318
1517.618100 0.0174937
1525.492500 0.018861
1533.366800 0.0202779
1541.241200 0.0218487
1549.115600 0.023606
1556.989900 0.0254165
1564.864300 0.0272983
1572.738700 0.0294939
1580.613100 0.0320408
1588.487400 0.0347376
1596.361800 0.0374535
1604.236200 0.0401724
1612.110600 0.0429499
1619.984900 0.0459846
1627.859300 0.0494862
1635.733700 0.0535747
1643.608000 0.058658
1651.482400 0.0650608
1659.356800 0.0719102
1667.231200 0.0778531
1675.105500 0.0827769
1682.979900 0.0875435
1690.854300 0.0926689
1698.728600 0.0981015
1706.603000 0.1038
1714.477400 0.109866
1722.351800 0.116179
1730.226100 0.122592
1738.100500 0.129374
1745.974900 0.136741
1753.849200 0.144237
1761.723600 0.151331
1769.598000 0.158309
1777.472400 0.165917
1785.346700 0.174548
1793.221100 0.184025
1801.095500 0.193661
1808.969800 0.202979
1816.844200 0.21243
1824.718600 0.222311
1832.593000 0.232001
1840.467300 0.241069
1848.341700 0.249199
1856.216100 0.255739
1864.090500 0.260894
1871.964800 0.265547
1879.839200 0.270088
1887.713600 0.274629
1895.587900 0.279194
1903.462300 0.283718
1911.336700 0.288268
1919.211100 0.292827
1927.085400 0.297348
1934.959800 0.301903
1942.834200 0.306378
1950.708500 0.310616
1958.582900 0.314665
1966.457300 0.318387
1974.331700 0.321257
1982.206000 0.323171
1990.080400 0.325183
1997.954800 0.328499
2005.829100 0.332796
2013.703500 0.336675
2021.577900 0.339603
2029.452300 0.342149
2037.326600 0.344759
2045.201000 0.347371
2053.075400 0.34981
2060.949700 0.352092
2068.824100 0.35439
2076.698500 0.356736
2084.572900 0.359014
2092.447200 0.361077
2100.321600 0.362643
2108.196000 0.36349
2116.070400 0.3637
2123.944700 0.363485
2131.819100 0.362898
2139.693500 0.361917
2147.567800 0.3607
2155.442200 0.3595
2163.316600 0.358345
2171.191000 0.357149
2179.065300 0.355993
2186.939700 0.355025
2194.814100 0.35423
2202.688400 0.353482
2210.562800 0.352701
2218.437200 0.351957
2226.311600 0.351453
2234.185900 0.351263
2242.060300 0.351219
2249.934700 0.351179
2257.809000 0.35123
2265.683400 0.351549
2273.557800 0.352184
2281.432200 0.353099
2289.306500 0.354395
2297.180900 0.35608
2305.055300 0.357852
2312.929600 0.359434
2320.804000 0.360744
2328.678400 0.361708
2336.552800 0.362259
2344.427100 0.36248
2352.301500 0.362524
2360.175900 0.36242
2368.050300 0.36198
2375.924600 0.360959
2383.799000 0.359357
2391.673400 0.357392
2399.547700 0.355146
2407.422100 0.352583
2415.296500 0.349816
2423.170900 0.347041
2431.045200 0.344333
2438.919600 0.341695
2446.794000 0.339277
2454.668300 0.337128
2462.542700 0.334788
2470.417100 0.331828
2478.291500 0.328535
2486.165800 0.325407
2494.040200 0.322436
2501.914600 0.319312
2509.788900 0.315934
2517.663300 0.312515
2525.537700 0.30932
2533.412100 0.30636
2541.286400 0.30337
2549.160800 0.300136
2557.035200 0.296736
2564.909500 0.293418
2572.783900 0.290364
2580.658300 0.287538
2588.532700 0.284797
2596.407000 0.282026
2604.281400 0.279027
2612.155800 0.275596
2620.030200 0.271809
2627.904500 0.267831
2635.778900 0.263765
2643.653300 0.259997
2651.527600 0.256973
2659.402000 0.254647
2667.276400 0.252645
2675.150800 0.250782
2683.025100 0.249086
2690.899500 0.247581
2698.773900 0.246299
2706.648200 0.245199
2714.522600 0.244014
2722.397000 0.242512
2730.271400 0.240427
2738.145700 0.237098
2746.020100 0.231963
2753.894500 0.225046
2761.768800 0.216374
2769.643200 0.205888
2777.517600 0.194215
2785.392000 0.182482
2793.266300 0.171432
2801.140700 0.161026
2809.015100 0.150724
2816.889400 0.140418
2824.763800 0.130582
2832.638200 0.121323
2840.512600 0.112356
2848.386900 0.10365
2856.261300 0.0953218
2864.135700 0.0874502
2872.010100 0.0800712
2879.884400 0.0731047
2887.758800 0.0664349
2895.633200 0.0600185
2903.507500 0.0540549
2911.381900 0.0490142
2919.256300 0.0448212
2927.130700 0.040317
2935.005000 0.0347099
2942.879400 0.0288134
2950.753800 0.0238045
2958.628100 0.0199101
2966.502500 0.0166874
2974.376900 0.0135972
2982.251300 0.0101932
2990.125600 0.00628538
2998.000000 0.0021757
3014	    0
