0.15898 6.028655815994802e+25
0.24465 6.2704639511522075e+25
0.34311 7.790312128317657e+25
0.45985 8.837781202687193e+25
0.60514 1.0225474665474088e+26
0.79192 1.2552120850232435e+26
0.95286 1.3741375332447297e+26
0.95285 1.3850349785496268e+26
1.08781 1.5223390143763674e+26
1.30064 1.747282597837524e+26
1.56540 2.0291594835274084e+26
1.73158 2.1269478931034277e+26
1.97046 2.2916169889497082e+26
2.10551 2.318312654992032e+26
2.25096 2.3452711872562238e+26
2.39121 2.3539002017746318e+26
2.57823 2.334517414347724e+26
2.80424 2.2608989762875645e+26
2.98349 2.2071702467179467e+26
