0.05 0.15 0.25 0.35 0.45 0.55 0.65 0.75 0.85 0.95 1.05 1.15 1.25 1.35 1.45 1.55 1.65 1.75 1.85 1.95 2.05
101.1 231.3 216.9 97.3 47.5 65.6 80. 93.2 99.3 63.7 28.3 108 103.6 97.1 87.7 55.4 12.1 11.8 11.1 10.6 9.5
