0.1 0.3 0.5 0.7 0.9 1.3 1.9 2.5 3.1 3.7 4.3
0.0123 0.00856 0.00282 0.000937 0.00043 5e-05 8.03e-06 3.83e-06 3.28e-06 1.07e-06 6.79e-07
1.2 1.4 1.6 1.9 2.3 2.6 3.4 4.2 4.3 3.7 4.6
