1.166528390592574763e-44 1.012461543557812280e-19 -9.860770029149773576e-20 -6.516058398252514486e-21 2.518755381976005212e-22 1.282428723237032571e-22 -6.727603357358599362e-23 4.715895559520856539e-24 -1.216883050048429702e-22 -1.537268947989419049e-22 1.536851849339772508e-18 -9.921029233100234456e-20 9.968463293799941170e-20
1.012461543557812280e-19 1.090599665254911873e+06 -6.801736992435820866e+05 -4.725882854303993372e+04 3.936732464126234845e+03 5.125027380246919165e+03 -3.494545593383867981e+03 2.449596263483126108e+02 -6.537706369715792789e+03 -7.794892175150877847e+03 1.334436343678388558e+07 -6.603485499502245802e+05 1.071820722303850343e+06
-9.860770029149773576e-20 -6.801736992435820866e+05 1.297605448078728979e+06 4.911536787778956932e+04 4.417361802412860925e+03 -4.700457299762303592e+04 3.757086595597837731e+04 -2.633631480895100140e+03 7.242442426034431264e+04 8.194477394988683227e+04 -1.306247295974529535e+07 1.046209822432557005e+06 -6.903348288346902700e+05
-6.516058398252514486e-21 -4.725882854303993372e+04 4.911536787778956932e+04 4.782419068297572267e+03 -2.451764001746381325e+02 2.206536308636645117e+03 -1.766866421944097510e+03 1.238532813382763607e+02 -3.395211022200543084e+03 -3.862919934414499949e+03 -8.549849110303507186e+05 6.236611641291947308e+04 -4.583183226358577667e+04
2.518755381976005212e-22 3.936732464126234845e+03 4.417361802412860925e+03 -2.451764001746381325e+02 1.160750564830038343e+02 -7.556805378124112167e+02 6.105269885246578951e+02 -4.279654077706359061e+01 1.185802217139058939e+03 1.323946153713468448e+03 3.200388841180294548e+04 1.470182095306207373e+02 3.545876392238651988e+03
1.282428723237032571e-22 5.125027380246919165e+03 -4.700457299762303592e+04 2.206536308636645117e+03 -7.556805378124112167e+02 7.695569203249436214e+03 -6.153727953894084749e+03 4.313622071748071107e+02 -1.185444468948814210e+04 -1.342857876532063892e+04 2.875592923295464061e+04 -3.644004106650841095e+03 7.954786391424417161e+03
-6.727603357358599362e-23 -3.494545593383867981e+03 3.757086595597837731e+04 -1.766866421944097510e+03 6.105269885246578951e+02 -6.153727953894084749e+03 4.921752669215691640e+03 -3.450035670195501893e+02 9.483031032891993164e+03 1.073859561847633813e+04 -1.834973361997981192e+04 2.895952251999769487e+03 -5.773021421040407404e+03
4.715895559520856539e-24 2.449596263483126108e+02 -2.633631480895100140e+03 1.238532813382763607e+02 -4.279654077706359061e+01 4.313622071748071107e+02 -3.450035670195501893e+02 2.418395828800981562e+01 -6.647387124851579756e+02 -7.527509084980573562e+02 1.286274215351913881e+03 -2.029996068488817116e+02 4.046755529177380595e+02
-1.216883050048429702e-22 -6.537706369715792789e+03 7.242442426034431264e+04 -3.395211022200543084e+03 1.185802217139058939e+03 -1.185444468948814210e+04 9.483031032891993164e+03 -6.647387124851579756e+02 1.828751336076927328e+04 2.067708671466417582e+04 -3.431001529266770376e+04 5.622721596178637810e+03 -1.093470276008936889e+04
-1.537268947989419049e-22 -7.794892175150877847e+03 8.194477394988683227e+04 -3.862919934414499949e+03 1.323946153713468448e+03 -1.342857876532063892e+04 1.073859561847633813e+04 -7.527509084980573562e+02 2.067708671466417582e+04 2.344171793617071307e+04 -4.095082859717403335e+04 6.281508961933127466e+03 -1.276020499230204769e+04
1.536851849339772508e-18 1.334436343678388558e+07 -1.306247295974529535e+07 -8.549849110303507186e+05 3.200388841180294548e+04 2.875592923295464061e+04 -1.834973361997981192e+04 1.286274215351913881e+03 -3.431001529266770376e+04 -4.095082859717403335e+04 2.024920213334217668e+08 -1.307501600641264953e+07 1.314304892901138775e+07
-9.921029233100234456e-20 -6.603485499502245802e+05 1.046209822432557005e+06 6.236611641291947308e+04 1.470182095306207373e+02 -3.644004106650841095e+03 2.895952251999769487e+03 -2.029996068488817116e+02 5.622721596178637810e+03 6.281508961933127466e+03 -1.307501600641264953e+07 1.039311782180908136e+06 -6.544564561335915932e+05
9.968463293799941170e-20 1.071820722303850343e+06 -6.903348288346902700e+05 -4.583183226358577667e+04 3.545876392238651988e+03 7.954786391424417161e+03 -5.773021421040407404e+03 4.046755529177380595e+02 -1.093470276008936889e+04 -1.276020499230204769e+04 1.314304892901138775e+07 -6.544564561335915932e+05 1.054524417752584675e+06
