221.649 0.237
225.865 0.294
227.649 0.348
229.189 0.400
230.730 0.465
232.595 0.544
233.973 0.614
236.649 0.700
239.162 0.759
242.892 0.805
247.270 0.801
250.838 0.767
255.541 0.716
262.514 0.684
267.865 0.633
271.919 0.575
276.865 0.490
284.243 0.380
289.838 0.320
296.324 0.282
