2.898046397787358979e-44 2.391288084255051960e-19 -1.175900584123178398e-18 -9.192395493938658181e-20 2.086441210137125228e-33 -1.548139377921746496e-32 1.254569998315839537e-32 -8.794247772788839339e-34 2.283069006700283431e-32 3.045147528768469656e-32 3.817731467425347222e-18 -1.221902931834987073e-18 2.355465936224127719e-19
2.391288084255051960e-19 2.443413323344150558e+06 -9.249941820541938767e+06 -8.826831513762477553e+05 1.753295911156101118e-08 -1.300945566077827262e-07 1.054250863920442766e-07 -7.390056612575722153e-09 1.918527842954053623e-07 2.558924107286950373e-07 3.150155143792720884e+07 -9.596530432077027857e+06 2.399192680147886742e+06
-1.175900584123178398e-18 -9.249941820541938767e+06 4.814903889248562604e+07 3.610127916344301775e+06 -8.435073860974047998e-08 6.258824804842749806e-07 -5.071981203276134430e-07 3.555342424927708835e-08 -9.230001596810834574e-07 -1.231093605605903150e-06 -1.549068595312501788e+08 5.004740304080910981e+07 -9.118688223501935601e+06
-9.192395493938658181e-20 -8.826831513762477553e+05 3.610127916344301775e+06 3.250371155302643310e+05 -6.713331251150410539e-09 4.981291788353603141e-08 -4.036703232053155136e-08 2.829636326035903747e-09 -7.346000662154576811e-08 -9.798063789154731039e-08 -1.210957062834558450e+07 3.747258732851102483e+06 -8.675438418040252291e+05
2.086441210137125228e-33 1.753295911156101118e-08 -8.435073860974047998e-08 -6.713331251150410539e-09 1.524415003023424580e-22 -1.131115932243380791e-21 9.166255528714579579e-22 -6.425334766208711718e-23 1.668077025052129124e-21 2.224873893748131347e-21 2.748566161313054799e-07 -8.763916867698872273e-08 1.726680505329222840e-08
-1.548139377921746496e-32 -1.300945566077827262e-07 6.258824804842749806e-07 4.981291788353603141e-08 -1.131115932243380791e-21 8.392880217245875188e-21 -6.801361602306234395e-21 4.767598396526869977e-22 -1.237713152588680394e-20 -1.650856429161117529e-20 -2.039436091694286289e-06 6.502826315832558084e-07 -1.281196934954280983e-07
1.254569998315839537e-32 1.054250863920442766e-07 -5.071981203276134430e-07 -4.036703232053155136e-08 9.166255528714579579e-22 -6.801361602306234395e-21 5.511638251463723987e-21 -3.863531925872654255e-22 1.003009037754197981e-20 1.337809099806412069e-20 1.652703477872193514e-06 -5.269713383981005051e-07 1.038247110984022416e-07
-8.794247772788839339e-34 -7.390056612575722153e-09 3.555342424927708835e-08 2.829636326035903747e-09 -6.425334766208711718e-23 4.767598396526869977e-22 -3.863531925872654255e-22 2.708247214568774838e-23 -7.030863170805941307e-22 -9.377734771421901271e-22 -1.158507209551403972e-07 3.693948145780830660e-08 -7.277873977245411386e-09
2.283069006700283431e-32 1.918527842954053623e-07 -9.230001596810834574e-07 -7.346000662154576811e-08 1.668077025052129124e-21 -1.237713152588680394e-20 1.003009037754197981e-20 -7.030863170805941307e-22 1.825277864615716908e-20 2.434547691041390137e-20 3.007593113705126675e-06 -9.589835017026977085e-07 1.889404181166286058e-07
3.045147528768469656e-32 2.558924107286950373e-07 -1.231093605605903150e-06 -9.798063789154731039e-08 2.224873893748131347e-21 -1.650856429161117529e-20 1.337809099806412069e-20 -9.377734771421901271e-22 2.434547691041390137e-20 3.247189140269766965e-20 4.011514637035469603e-06 -1.279088030965967968e-06 2.520079093640215973e-07
3.817731467425347222e-18 3.150155143792720884e+07 -1.549068595312501788e+08 -1.210957062834558450e+07 2.748566161313054799e-07 -2.039436091694286289e-06 1.652703477872193514e-06 -1.158507209551403972e-07 3.007593113705126675e-06 4.011514637035469603e-06 5.029275434823161960e+08 -1.609669630054005086e+08 3.102964960132142901e+07
-1.221902931834987073e-18 -9.596530432077027857e+06 5.004740304080910981e+07 3.747258732851102483e+06 -8.763916867698872273e-08 6.502826315832558084e-07 -5.269713383981005051e-07 3.693948145780830660e-08 -9.589835017026977085e-07 -1.279088030965967968e-06 -1.609669630054005086e+08 5.202111211366131157e+07 -9.460608959858119488e+06
2.355465936224127719e-19 2.399192680147886742e+06 -9.118688223501935601e+06 -8.675438418040252291e+05 1.726680505329222840e-08 -1.281196934954280983e-07 1.038247110984022416e-07 -7.277873977245411386e-09 1.889404181166286058e-07 2.520079093640215973e-07 3.102964960132142901e+07 -9.460608959858119488e+06 2.355885541773906909e+06
