     2    0.10309E+04    0.43766E-01    0.31185E+01
     3    0.97387E+03    0.67984E-01    0.37793E+01
     4    0.91756E+03    0.72698E-01    0.37992E+01
     5    0.87391E+03    0.61160E-01    0.34578E+01
     6    0.84255E+03    0.42790E-01    0.29621E+01
     7    0.82131E+03    0.25962E-01    0.24405E+01
     8    0.80755E+03    0.14711E-01    0.19679E+01
     9    0.79959E+03    0.90333E-02    0.15791E+01
    10    0.79612E+03    0.69002E-02    0.12896E+01
    11    0.79575E+03    0.61827E-02    0.11009E+01
    12    0.79866E+03    0.56031E-02    0.10060E+01
    13    0.80363E+03    0.49807E-02    0.98051E+00
    14    0.80934E+03    0.43965E-02    0.99830E+00
    15    0.81621E+03    0.40279E-02    0.10440E+01
    16    0.82484E+03    0.40150E-02    0.11054E+01
    17    0.83502E+03    0.42501E-02    0.11725E+01
    18    0.84635E+03    0.45902E-02    0.12368E+01
    19    0.85832E+03    0.49969E-02    0.12941E+01
    20    0.87055E+03    0.54744E-02    0.13425E+01
    21    0.88309E+03    0.60921E-02    0.13872E+01
    22    0.89605E+03    0.69193E-02    0.14333E+01
    23    0.90942E+03    0.79598E-02    0.14814E+01
    24    0.92316E+03    0.92018E-02    0.15309E+01
    25    0.93720E+03    0.10638E-01    0.15825E+01
    26    0.95149E+03    0.12259E-01    0.16368E+01
    27    0.96607E+03    0.14047E-01    0.16908E+01
    28    0.98096E+03    0.15991E-01    0.17416E+01
    29    0.99609E+03    0.18105E-01    0.17868E+01
    30    0.10114E+04    0.20407E-01    0.18250E+01
    31    0.10270E+04    0.22885E-01    0.18548E+01
    32    0.10428E+04    0.25528E-01    0.18750E+01
    33    0.10589E+04    0.28353E-01    0.18840E+01
    34    0.10753E+04    0.31382E-01    0.18810E+01
    35    0.10918E+04    0.34640E-01    0.18695E+01
    36    0.11082E+04    0.38142E-01    0.18525E+01
    37    0.11249E+04    0.41874E-01    0.18275E+01
    38    0.11419E+04    0.45821E-01    0.17917E+01
    39    0.11593E+04    0.50001E-01    0.17455E+01
    40    0.11768E+04    0.54436E-01    0.16904E+01
    41    0.11944E+04    0.59146E-01    0.16271E+01
