0.0	0.7305299673463763
0.25	0.9065740108546723
0.5	1.1319924541696076
0.75	1.4181847419488962
1.0	1.7697348615165438
1.25	2.1890450096494347
1.5	2.7079998692451457
1.75	3.3066106817155525
2.0	4.027282702520237
2.25	4.87020299135803
2.5	5.871554074956021
2.75	7.05906072776359
3.0	8.376753820536917
3.25	9.9723285094879
3.5	11.853903476513857
3.75	13.961268777594768
4.0	16.533088215097585
4.25	19.633051942815033
4.5	22.43778366583048
4.75	26.17742985866136
5.0	31.412942007954378
5.25	34.903288288539756
5.5	41.88399248427567
5.75	48.32773320293901
6.0	57.1146736665685
6.25	62.82619814847017
6.5	78.5329440199111
6.75	89.7520962963595
7.0	104.71102832795326
7.25	104.71102832795326
7.5	125.65365284603428
7.75	157.06785141250703
8.0	157.06785141250703
8.25	209.42554713986695
8.5	209.42554713986695
8.75	209.42554713986695
9.0	314.1435566102739
9.25	314.1435566102739
9.5	314.1435566102739
9.75	314.1435566102739
10.0	628.3185307179587
