0.0000143   5.85e-24
0.0000143   2.59e-24
0.0000143   1.15e-24
0.0000144   4.87e-25
0.0000144   2.02e-25
0.0000144   9.37e-26
0.0000143   4.44e-26
0.0000145   1.80e-26
0.0000143   8.72e-27
0.0000144   3.73e-27
0.0000144   1.73e-27
0.0000144   7.01e-28
0.0000144   3.25e-28
0.0000144   1.34e-28
0.0000143   5.68e-29
0.0000144   2.90e-29
0.0000144   5.70e-30
0.0000146   2.42e-30
0.0000146   1.12e-30
0.0000146   4.76e-31
0.0000146   2.11e-31
0.0000146   1.84e-32
0.0000146   3.61e-33
0.0000147   1.54e-33
0.0000147   7.12e-34
0.0000147   2.93e-34
0.0000147   1.35e-34
0.0000147   5.64e-35
0.0000157   2.73e-35
0.0000197   1.77e-35
0.0000243   1.20e-35
0.0000295   9.32e-36
0.0000377   7.71e-36
0.0000439   5.58e-36
0.000060   6.19e-36
0.000060   9.70e-32
0.000060   4.30e-32
0.000060   1.91e-32
0.000060   8.45e-33
0.000060   3.75e-33
0.000060   4.47e-24
0.000060   1.29e-24
