0.00000430  5.55e-24
0.00000430  2.44e-24
0.00000430  9.50e-25
0.00000430  4.19e-25
0.00000430  1.63e-25
0.00000431  7.24e-26
0.00000426  3.32e-26
0.00000431  1.17e-26
0.00000431  3.48e-27
0.00000435  1.08e-27
0.00000435  4.11e-28
0.00000436  1.83e-28
0.00000436  6.97e-29
0.00000436  3.10e-29
0.00000431  1.46e-29
0.00000436  6.20e-30
0.00000436  2.63e-30
0.00000436  1.11e-30
0.00000436  4.72e-31
0.00000436  2.00e-31
0.00000436  8.47e-32
0.00000436  3.59e-32
0.00000437  1.52e-32
0.00000437  6.45e-33
0.00000437  2.73e-33
0.00000437  1.16e-33
0.00000437  4.91e-34
0.00000437  2.08e-34
0.00000437  8.82e-35
0.00000442  3.74e-35
0.00000442  1.55e-35
0.00000445  6.09e-36
0.00000438  2.85e-36
0.00000445  1.05e-36
0.00000438  5.11e-37
0.00000442  2.04e-37
0.00000442  9.04e-38
0.00000442  3.49e-38
0.00000443  1.55e-38
0.00000470  5.79e-39
0.00000563  6.22e-39
0.00000775  7.50e-39
0.00000932  4.96e-39
0.0000120   2.95e-39
0.0000140   2.56e-39
0.0000195   2.13e-39
0.0000229   1.99e-39
0.0000315   1.61e-39
0.0000380   1.84e-39
0.0000479   4.05e-39
0.0000572   6.27e-39
0.000059   1.79e-38
0.000059   3.29e-27
0.000059   1.11e-27
0.000059   4.60e-28
0.000059   4.36e-25
0.000059   1.74e-25
0.000059   7.75e-26
0.000059   2.95e-26
0.000059   1.31e-26
